#contig	Length	B0H_VFD_S52_	B0H_VFN_S44_	B0L_VFD_S51_	B0L_VFN_S43_	B2R2H_VFD_S54_	B2R2H_VFN_S46_	B2R2L_VFD_S53_	B2R2L_VFN_S45_	B3R2H_VFD_S55_	B3R2H_VFN_S48_	B3R2L_VFN_S47_	B8R2H_VFD_S57_	B8R2H_VFN_S50_	B8R2L_VFD_S56_	B8R2L_VFN_S49_
VIRSorter_Contig_2247-cat_2	10927	0.0429	0.2097	1.7123	0.5558	0.0000	0.0000	6.4428	0.4756	3.2355	0.2143	0.0000	0.0000	0.0257	0.0000	0.0000
VIRSorter_Contig_3825-cat_2	10913	16.1639	9.0391	14.1697	15.6352	14.5401	10.4759	45.2551	35.8725	28.5342	16.5793	9.7433	25.8043	15.7535	26.6193	15.1937
VIRSorter_Contig_3292-cat_2	10912	0.2772	0.3414	1.1263	0.9786	8.2120	6.3899	0.5410	0.3296	2.8606	1.3265	1.2270	11.8244	5.9292	0.9686	0.4521
VIRSorter_Contig_4059-cat_2	10909	4.8213	2.5602	4.9023	4.5100	12.8176	5.8295	6.3731	4.2250	7.1842	4.1299	3.1476	10.0516	5.8083	12.4124	7.7371
VIRSorter_Contig_3852-cat_2	10904	5.5319	3.0448	5.1917	3.8219	7.5734	4.3525	6.1327	4.7658	7.8028	3.6359	2.5548	11.6964	7.8501	5.6824	2.9196
VIRSorter_Contig_1780-cat_2	10904	3.2103	2.4260	2.7059	3.3649	6.1502	6.9060	6.3042	2.8592	0.9555	0.2903	0.4580	1.0661	0.5449	0.1849	0.1710
VIRSorter_Contig_1583-cat_2	10887	7.6274	4.3395	8.0296	7.5003	14.3877	12.1293	16.2453	9.1169	13.1782	9.6988	5.7491	8.9519	6.0231	9.7186	6.2888
VIRSorter_Contig_2829-cat_2	10882	1.6881	0.8193	1.5317	1.0092	3.3113	1.4901	6.8835	4.0860	11.2123	3.7320	0.1994	2.1716	0.5598	0.9899	1.0799
VIRSorter_Contig_712-cat_2	10877	0.6800	0.3596	1.6222	0.9810	1.4524	0.5981	0.3184	0.1172	0.1188	0.0711	0.1355	0.5070	0.2113	0.9067	0.7281
VIRSorter_Contig_1270-cat_2	10874	1.6834	0.9646	2.7323	2.2962	2.5141	0.8468	2.5724	1.7171	2.8443	0.7648	0.5408	2.8347	1.8732	2.3915	1.3977
VIRSorter_Contig_4037-cat_2	10873	1.3187	0.4351	4.3637	4.6464	1.6670	2.0141	2.1561	1.8716	2.4775	1.9851	0.9272	2.0203	1.6444	7.8189	6.1252
VIRSorter_Contig_166-cat_2	10867	15.0553	9.2186	7.7178	10.4246	7.8675	6.2524	4.5463	4.3236	4.2891	3.0720	7.0301	5.4599	2.7458	5.9764	5.0290
VIRSorter_Contig_2860-cat_2	10863	0.1531	0.1048	5.8439	4.7616	0.8661	0.3705	2.5193	1.1543	5.6358	3.8746	0.8715	5.1328	4.2419	2.4146	1.7120
VIRSorter_Contig_2608-cat_2	10861	0.6657	0.7694	5.0735	1.9621	0.4663	0.5975	6.6979	0.9288	7.9190	1.5988	0.6492	2.4727	0.6059	1.0932	1.0654
VIRSorter_Contig_1642-cat_2	10860	6.6083	4.0946	5.8412	5.3468	8.9012	3.8126	5.6616	5.5557	5.8611	3.4747	2.5822	8.8469	6.3623	1.7094	0.9320
VIRSorter_Contig_2310-cat_2	10838	0.1716	0.2902	2.8613	1.8668	0.0571	0.0000	6.7827	3.8378	5.9095	0.7122	0.1873	0.7554	0.4900	0.2141	0.5246
VIRSorter_Contig_3961-cat_2	10826	2.2150	0.7094	0.3504	0.3856	3.3044	2.4405	0.8198	0.5903	0.2101	0.0976	0.9089	0.2475	0.1993	7.3033	5.1455
VIRSorter_Contig_2271-cat_2	10822	0.0430	0.0213	0.8991	0.6578	0.0000	0.0000	7.4969	1.4323	2.7496	0.6758	0.0776	1.0580	0.1614	0.0463	0.0475
VIRSorter_Contig_1240-cat_2	10822	72.4824	35.5162	12.4709	10.4641	15.6585	9.9473	40.5568	27.3352	8.8249	3.8773	6.8161	13.5350	8.3448	20.3925	11.9374
VIRSorter_Contig_3754-cat_2	10820	2.6409	0.7788	1.3714	1.4767	2.3318	1.5615	3.0305	1.1935	1.9445	0.9361	1.3549	4.5151	9.5650	1.9049	0.2584
VIRSorter_Contig_2637-cat_2	10820	7.5994	4.9861	6.9076	6.1696	4.9660	4.3547	8.8747	4.6759	10.8899	4.7441	1.4471	15.7588	10.4755	7.7029	4.1292
VIRSorter_Contig_1486-cat_2	10818	4.3988	2.8829	3.3822	2.6714	2.4168	1.5566	3.9159	2.9086	6.3542	3.2723	1.0981	4.8201	4.6155	1.0843	0.6941
VIRSorter_Contig_3743-cat_2	10817	0.4996	0.1754	1.2061	1.2237	0.6349	0.2360	1.4934	1.2345	1.4312	0.7903	0.5060	2.2687	1.4904	1.0625	0.5921
VIRSorter_Contig_3037-cat_2	10809	23.8236	13.4027	25.7211	20.5691	19.6697	13.7993	8.2961	4.1578	7.3980	4.3849	12.0898	15.8561	12.9628	39.6108	19.9402
VIRSorter_Contig_4484-cat_2	10802	0.6334	0.7474	0.0000	0.0773	1.5506	0.6608	0.0000	0.1212	1.8440	0.4089	0.0294	0.9242	1.1883	0.3873	10.4647
VIRSorter_Contig_3626-cat_2	10793	2.4598	1.8224	2.8295	3.0726	2.2440	1.8884	2.6388	2.3413	5.7039	5.0693	1.7759	7.4308	5.0116	4.7751	3.8412
VIRSorter_Contig_2980-cat_2	10782	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2533-cat_2	10778	0.0000	0.0000	0.4939	0.4305	0.0000	0.0000	0.4056	0.6729	5.5885	2.0508	0.2920	2.7534	2.2928	0.2520	0.4852
VIRSorter_Contig_2112-cat_2	10771	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.2969	6.8869	0.0000	0.0000	0.0000	1.7324	0.5744	0.0000	0.0000
VIRSorter_Contig_1728-cat_2	10762	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_918-cat_2	10751	0.8919	5.5206	2.0021	13.5370	8.0560	1.4713	5.6822	6.1925	1.7649	0.8263	0.9276	3.9078	1.2590	6.9851	4.8575
VIRSorter_Contig_2095-cat_2	10745	0.0000	0.0689	0.0000	0.0000	1.4642	0.0633	2.2086	0.1340	4.0550	1.8562	0.0696	0.1580	0.0000	0.3345	0.0439
VIRSorter_Contig_838-cat_2	10744	0.2409	1.5941	10.3588	7.3198	0.0000	0.0000	2.4642	1.5610	2.4979	2.3601	0.1004	0.0000	0.0000	0.0000	0.1139
VIRSorter_Contig_789-cat_2	10723	1.6979	0.4285	7.2478	2.8932	3.8689	0.0000	4.4806	3.4183	3.1518	3.4021	2.1008	2.4911	1.3370	4.7415	2.1287
VIRSorter_Contig_1400-cat_2	10721	6.3006	5.4751	1.6468	1.5777	17.2075	7.6979	1.0233	1.0198	0.7064	0.2346	3.2030	0.6205	0.5594	7.6657	3.9945
VIRSorter_Contig_1620-cat_2	10717	3.8218	1.1510	0.3797	0.6090	9.6847	6.2308	0.1422	0.0180	0.0000	0.0000	0.0287	0.0000	0.0000	0.1562	0.0000
VIRSorter_Contig_1004-cat_2	10715	0.9432	0.4013	0.0441	0.0593	0.0601	0.0902	0.5921	0.2464	0.0118	0.0607	0.1255	0.3908	0.3100	0.1520	0.0000
VIRSorter_Contig_3395-cat_2	10710	3.5194	0.5497	2.2532	1.2616	3.5014	1.2891	10.3392	5.3235	20.0454	6.5105	3.1353	19.9128	12.5833	5.9261	5.6628
VIRSorter_Contig_3709-cat_2	10706	0.9438	0.8420	0.7652	1.2650	1.4956	1.2241	1.0349	0.6981	1.0871	0.5773	0.7324	0.9505	0.9797	1.3425	1.1300
VIRSorter_Contig_3289-cat_2	10694	4.3945	2.6348	3.5312	3.3602	6.5687	4.0004	4.5794	3.8924	4.4987	2.1958	1.3239	7.1357	4.0508	6.0123	2.8823
VIRSorter_Contig_1958-cat_2	10694	7.1225	3.2866	4.5263	5.2051	6.6986	4.5635	10.8903	6.1256	5.4807	2.3766	2.3194	4.5292	2.5051	2.6391	1.7291
VIRSorter_Contig_4061-cat_2	10689	9.0340	4.6079	2.1901	2.1407	17.4059	13.1324	5.8266	4.8821	0.7127	0.4545	4.1355	3.3320	3.4349	16.5330	8.6687
VIRSorter_Contig_485-cat_2	10688	0.1997	0.5441	0.9968	0.4607	0.1772	0.1176	0.4906	0.1368	0.1246	0.1075	0.3794	0.0836	0.2112	0.2909	0.1924
VIRSorter_Contig_142-cat_2	10686	5.2930	1.7567	0.0000	0.0000	0.4966	0.0871	1.7325	0.3954	0.5349	0.1404	0.1533	1.2230	0.2620	0.0000	0.0000
VIRSorter_Contig_521-cat_2	10684	0.1983	8.0285	0.0670	0.5408	0.5204	1.2434	1.1368	0.7047	2.7529	0.2824	0.3363	1.3114	4.1528	1.3007	0.7611
VIRSorter_Contig_163-cat_2	10675	0.0203	0.0000	0.0000	0.0000	0.1249	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0244
VIRSorter_Contig_4148-cat_2	10660	4.7650	2.1841	2.2398	3.0559	6.1028	3.8519	1.6710	0.9931	1.1611	0.6300	2.0069	4.1209	2.7203	6.7398	6.3043
VIRSorter_Contig_2080-cat_2	10660	4.4278	1.7107	5.5564	4.6161	2.5971	2.1255	5.9053	3.0981	1.4397	2.0795	1.5721	4.3069	2.7681	2.8501	2.1015
VIRSorter_Contig_3066-cat_2	10658	16.1674	7.0571	4.2063	4.7765	48.3199	17.4081	89.2550	34.5138	92.9302	33.9033	9.7248	51.0902	43.4437	7.2943	3.3527
VIRSorter_Contig_3187-cat_2	10648	2.8364	1.5120	0.5486	0.4832	2.2870	2.1158	1.1822	0.9177	0.3053	0.1641	0.3131	2.8323	2.1000	0.7827	0.2907
VIRSorter_Contig_1975-cat_2	10645	0.0000	0.0000	0.0000	0.0000	0.0714	0.0000	6.0540	6.2371	2.0412	1.6156	0.0000	0.0000	0.0000	0.0614	0.0000
VIRSorter_Contig_1955-cat_2	10637	2.2333	0.1166	0.7765	0.7793	6.7486	6.4601	7.2399	3.4146	5.2353	2.3237	0.2335	0.7488	3.8933	1.9798	0.3034
VIRSorter_Contig_3855-cat_2	10634	0.4823	0.7293	0.0000	0.0000	0.0000	0.1456	0.0313	0.1823	0.0000	0.0358	1.0139	0.3973	7.5968	0.0000	0.0000
VIRSorter_Contig_3806-cat_2	10629	0.4776	0.1023	0.4734	0.6626	0.5333	0.1383	0.2661	0.1892	0.4415	0.8577	0.2086	0.4807	1.1805	0.8120	0.8379
VIRSorter_Contig_106-cat_2	10623	6.5858	0.4548	0.0073	0.0000	0.0544	0.0000	0.1403	0.0000	0.1254	0.0000	0.1094	0.0866	0.0000	0.0000	0.0000
VIRSorter_Contig_354-cat_2	10611	8.0567	4.8816	8.1204	10.2851	15.4958	11.4008	6.7662	6.3849	7.1127	5.8333	4.9960	9.1212	7.4591	11.4216	5.3877
VIRSorter_Contig_453-cat_2	10608	7.6192	10.1417	33.8385	21.7862	0.7105	0.0571	12.0785	2.0778	6.4693	0.5933	1.3759	8.6692	6.7162	1.0277	1.3294
VIRSorter_Contig_4317-cat_2	10602	3.0154	9.4531	10.6748	12.5534	5.6900	3.7142	14.8993	1.9190	1.5358	0.0891	2.9004	1.0360	1.0270	11.6514	10.0518
VIRSorter_Contig_1493-cat_2	10601	0.0000	0.0000	0.0000	0.0000	9.2901	0.8770	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1341-cat_2	10593	0.0000	0.0000	0.1200	0.0000	8.7278	0.2225	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2711-cat_2	10591	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3457	0.0433	13.8401	8.0723	0.0000	0.0053	0.0000	0.0735	0.0000
VIRSorter_Contig_4049-cat_2	10582	8.2328	5.2160	3.1836	3.9717	3.9793	2.9701	3.3464	1.1784	1.4920	0.3154	1.7803	2.0031	0.7999	6.5624	4.3581
VIRSorter_Contig_3746-cat_2	10578	3.1580	0.8367	3.8654	1.1778	0.0000	0.0067	0.0000	0.0000	0.0000	0.0000	0.0473	14.6297	11.9811	3.2603	2.6716
VIRSorter_Contig_1103-cat_2	10578	1.0710	0.7906	1.8029	2.0836	3.6875	2.3763	1.3451	1.0333	0.9221	0.7899	0.7244	1.9254	1.4427	1.8358	0.7893
VIRSorter_Contig_3266-cat_2	10560	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0395	0.1584	0.0000	7.0900	6.4957	0.0000	0.0000
VIRSorter_Contig_2957-cat_2	10554	0.3171	0.3243	1.2996	4.0406	3.9744	7.2916	1.0380	2.2865	4.3044	9.4288	2.4857	13.7764	6.0147	1.8864	0.7633
VIRSorter_Contig_398-cat_2	10553	8.9696	8.7753	1.0506	0.4176	3.7122	4.7179	2.4581	2.1522	0.0406	0.0000	1.1995	0.1156	0.0046	5.3027	3.1742
VIRSorter_Contig_1402-cat_2	10539	3.1163	0.4429	5.0824	1.4517	14.1112	1.1859	3.2580	1.3593	4.1973	3.2463	4.6075	1.6070	1.0327	2.8917	2.4316
VIRSorter_Contig_384-cat_2	10538	10.8011	2.2596	0.3525	2.1361	0.6461	0.2966	8.4176	4.5548	1.7496	0.4307	0.4205	0.0000	0.0000	1.8177	1.0338
VIRSorter_Contig_1923-cat_2	10536	0.0000	0.0000	0.1224	0.1363	0.0000	0.0000	6.2613	5.3361	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_199-cat_2	10535	6.6280	2.2351	2.5538	1.3017	1.0408	0.5927	0.2243	0.7299	0.1370	0.0586	2.3333	0.5053	0.1560	5.6051	2.7385
VIRSorter_Contig_1271-cat_2	10533	6.4738	5.9470	5.5862	3.4412	11.9598	10.3909	2.5491	1.1681	2.2608	0.9174	1.6859	7.6706	5.3550	2.8088	1.6997
VIRSorter_Contig_1092-cat_2	10533	0.6219	0.5263	4.2218	5.4497	1.4953	0.3719	1.5399	1.0249	2.8000	6.8779	0.9701	0.9428	1.2477	1.8710	0.9582
VIRSorter_Contig_1113-cat_2	10532	2.0752	1.4049	2.3976	3.2094	4.5641	3.3830	3.2721	2.4231	2.5879	2.1587	0.5813	0.6874	0.7221	4.1968	2.4468
VIRSorter_Contig_1920-cat_2	10528	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.3238	0.6585	0.0000	0.2378	0.2547	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1110-cat_2	10521	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_2363-cat_2	10517	3.5369	2.0140	3.5518	3.6588	3.7933	4.2625	11.5823	4.6515	4.0247	3.1279	1.4887	3.5187	5.2151	1.1276	0.3708
VIRSorter_Contig_4459-cat_2	10511	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3143	0.0000	0.0000	1.6516	0.0398	0.0478	6.2147
VIRSorter_Contig_713-cat_2	10511	5.6805	2.1338	8.5878	8.1491	9.0598	3.6455	3.1545	2.4973	1.3300	0.3780	2.2898	3.4487	1.2349	7.8115	4.6525
VIRSorter_Contig_1544-cat_2	10509	16.2364	5.4303	7.6000	4.3715	13.4708	6.2057	17.8550	6.1108	22.0102	7.8503	2.7424	18.7227	7.5758	6.9573	6.0790
VIRSorter_Contig_1867-cat_2	10506	2.9371	1.6198	3.9933	2.5908	5.5959	4.0704	3.2148	2.1909	2.4760	1.7191	2.2163	3.0796	1.9486	3.5586	1.2333
VIRSorter_Contig_492-cat_2	10499	10.8720	5.4938	12.4677	11.5111	10.5953	5.8555	13.4248	10.1958	8.5458	6.4424	5.8235	9.6763	7.7837	16.7182	10.2896
VIRSorter_Contig_958-cat_2	10499	2.5421	0.7557	3.0819	2.7842	3.0031	2.1449	2.6368	0.9247	1.6047	0.5996	0.2462	0.6155	0.2788	1.4071	0.8669
VIRSorter_Contig_4336-cat_2	10492	4.1689	2.6127	6.0211	7.0542	1.9999	0.9653	4.2719	4.1997	1.8370	1.5764	0.1704	3.9167	2.2558	7.3200	3.8834
VIRSorter_Contig_3398-cat_2	10491	0.0211	0.0018	2.1196	3.3588	0.0726	0.2277	0.9247	0.6303	3.8432	3.7747	0.6296	5.6733	3.0635	3.4779	1.6891
VIRSorter_Contig_3256-cat_2	10476	1.5941	1.5125	2.3664	2.9523	0.1341	0.2978	1.2338	0.6946	2.6253	1.6520	0.8895	11.3351	0.7860	0.9746	0.6183
VIRSorter_Contig_940-cat_2	10476	3.6852	1.8175	5.3474	5.8120	6.0279	3.9817	2.6984	2.0284	9.7702	5.7090	1.8152	9.1516	5.6612	4.3173	1.5920
VIRSorter_Contig_1279-cat_2	10474	2.7940	2.1611	0.3593	0.5807	11.9338	4.5746	1.4623	0.6168	6.0079	2.3723	0.1233	8.4668	5.9678	1.5007	1.9073
VIRSorter_Contig_3377-cat_2	10474	5.3847	4.3235	2.1661	3.0364	3.1093	2.0649	5.3161	3.7690	6.3340	4.4936	1.4165	16.5667	10.4021	4.3084	1.7746
VIRSorter_Contig_3036-cat_2	10459	1.3082	1.3621	1.3336	1.7653	1.9535	1.2634	2.2863	1.6150	2.8603	1.6342	0.9737	2.5508	1.8959	4.6682	2.9510
VIRSorter_Contig_1939-cat_2	10450	1.9829	1.5225	4.2108	3.5178	2.0496	1.9385	7.4421	3.9874	6.1056	2.2846	0.8420	8.6272	3.2618	1.7974	1.6446
VIRSorter_Contig_1130-cat_2	10446	8.6782	7.0534	5.4143	15.2118	21.7746	5.5737	25.1981	14.3007	32.7721	20.0487	4.5447	37.2404	21.8912	28.0671	18.5725
VIRSorter_Contig_324-cat_2	10446	8.6479	5.3908	8.9031	9.8561	6.2676	3.5173	7.1537	5.2466	8.3023	4.5327	3.8996	18.2288	11.5723	13.3482	8.6147
VIRSorter_Contig_2244-cat_2	10439	6.0117	2.4718	4.0001	4.2443	5.7032	2.6729	6.7592	2.9698	5.0148	1.1991	0.7169	3.4907	1.1426	2.1101	2.6555
VIRSorter_Contig_3637-cat_2	10436	0.0728	0.0069	0.0000	0.0013	0.2449	0.2971	0.0000	0.0000	0.4629	0.1669	0.0000	7.8051	0.0000	0.0437	0.0000
VIRSorter_Contig_160-cat_2	10436	10.3412	8.3684	11.3466	9.6665	9.9044	6.1044	9.4980	9.8564	11.4356	8.2869	4.5365	14.8487	13.9830	15.3164	9.7201
VIRSorter_Contig_4431-cat_2	10427	19.3538	4.8612	0.8598	0.5475	16.0912	9.7265	1.8233	0.8750	1.4003	1.4635	2.6095	14.8526	7.5339	3.3468	2.3892
VIRSorter_Contig_2954-cat_2	10409	0.0553	0.0000	0.1023	0.1805	1.8971	1.1382	0.2752	0.3325	12.1402	9.9354	0.6773	6.9603	4.8517	2.5965	1.6368
VIRSorter_Contig_4373-cat_2	10403	2.0187	1.3172	2.6345	2.4060	1.7649	0.6978	0.9313	1.4513	1.4466	2.3753	0.9095	0.7824	0.6480	7.2789	3.9183
VIRSorter_Contig_201-cat_2	10395	5.4398	3.5426	0.1508	0.5344	6.1462	4.1761	1.7066	1.0725	0.1651	0.0000	0.0000	0.0000	0.0000	1.3630	0.3784
VIRSorter_Contig_2053-cat_2	10386	7.1371	4.2342	8.6702	11.6492	14.1615	10.8094	13.6213	6.6268	2.0752	0.9619	5.9300	5.1511	3.6546	3.2020	2.0013
VIRSorter_Contig_860-cat_2	10385	0.1376	1.8242	6.1711	4.4760	0.8481	0.7830	7.4346	0.2841	8.1903	0.5111	0.2017	0.1761	1.6365	0.2245	0.9546
VIRSorter_Contig_1817-cat_2	10385	0.5802	0.5927	1.2957	0.8380	0.8830	11.3625	5.5648	3.6309	9.6540	1.8509	0.2875	0.3251	0.5418	0.0000	0.2378
VIRSorter_Contig_734-cat_2	10383	4.4937	3.5276	9.3929	7.8313	6.4259	6.7941	5.8706	4.0350	8.8529	3.7210	2.2912	6.2894	5.7107	7.6795	4.7737
VIRSorter_Contig_3563-cat_2	10377	8.2680	7.5894	18.4528	11.0057	2.7621	5.5322	10.3165	2.9647	18.5846	9.1826	1.8257	30.9462	19.6164	7.3954	5.1071
VIRSorter_Contig_553-cat_2	10372	10.7197	7.6570	13.8213	12.7984	18.4454	12.7298	13.3723	8.0932	17.6194	8.8803	5.0864	19.9147	13.2167	20.2477	9.7721
VIRSorter_Contig_2416-cat_2	10369	0.0000	0.0000	0.0000	0.0000	6.6747	0.0000	2.8794	8.8661	0.2809	0.1937	0.5820	0.0090	0.0000	2.9362	0.1403
VIRSorter_Contig_4570-cat_2	10367	16.7620	10.2475	28.9336	32.9618	28.6377	15.6292	61.5865	49.3394	53.9497	37.0624	11.0204	112.0990	57.9779	49.2060	25.1015
VIRSorter_Contig_1849-cat_2	10364	0.0000	0.0000	0.0000	0.0000	0.0941	0.0689	0.0657	0.0000	0.0502	0.0000	0.0410	0.0000	0.0000	0.0480	0.0148
VIRSorter_Contig_1450-cat_2	10363	2.1082	1.0112	0.0000	0.0000	7.5020	1.9791	0.0000	0.0000	0.0000	0.0000	0.9192	0.1423	0.0872	3.2885	0.7377
VIRSorter_Contig_4140-cat_2	10357	1.7981	2.0205	2.9905	0.9995	5.0782	4.8972	1.6585	3.0544	0.4659	0.5632	2.4675	0.9213	0.7414	9.5959	0.8107
VIRSorter_Contig_1053-cat_2	10356	5.1014	4.1919	5.6796	7.4037	10.8627	7.2530	4.8086	3.7813	1.3330	1.2867	2.1862	1.9912	1.3307	1.2332	0.5984
VIRSorter_Contig_2924-cat_2	10353	5.0355	0.8015	23.3174	21.0149	5.2072	4.2773	32.8170	12.6133	65.3502	22.4501	1.9340	50.7476	25.2485	6.2145	6.6885
VIRSorter_Contig_2380-cat_2	10353	10.4759	3.9639	3.7214	3.0916	8.8148	6.4018	6.0720	4.5009	1.2023	1.5694	3.0136	1.2819	0.6973	6.3459	2.7881
VIRSorter_Contig_727-cat_2	10347	0.8572	0.2287	8.4689	0.6130	1.3708	0.5696	0.4526	0.4502	1.0669	0.9157	0.4981	0.8592	0.2863	0.5858	0.3406
VIRSorter_Contig_1715-cat_2	10346	3.2975	2.8806	8.7615	5.7255	7.4652	8.7807	7.3446	2.4098	0.0000	0.0168	0.2809	0.0509	0.2115	1.6255	0.5718
VIRSorter_Contig_237-cat_2	10313	15.7975	9.8870	5.5884	5.8977	18.1128	14.0447	12.2100	11.4803	11.5702	4.2669	6.0438	10.6437	6.7415	14.0594	8.4896
VIRSorter_Contig_3359-cat_2	10304	1.9461	0.8933	2.3447	2.3821	2.4580	1.0659	2.0131	1.0657	1.7933	0.8808	0.7955	2.0135	1.3230	3.6104	1.3239
VIRSorter_Contig_4110-cat_2	10304	6.2267	3.1328	3.9720	2.7026	5.5660	4.0599	16.9055	7.2778	36.8026	4.2009	1.9116	10.7667	11.9806	11.0568	3.4541
VIRSorter_Contig_2742-cat_2	10302	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5011	0.7805	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3479-cat_2	10292	13.7635	11.9222	10.6230	10.1097	17.1375	14.2089	13.1582	9.5627	9.0598	7.0391	5.4529	16.4502	8.9811	14.1558	10.3334
VIRSorter_Contig_784-cat_2	10283	2.8521	0.7591	8.2917	6.1019	3.4688	2.7603	6.1770	3.6369	2.9881	2.0472	0.7168	3.8944	2.2481	1.5924	1.1020
VIRSorter_Contig_671-cat_2	10275	14.7989	7.1080	12.9485	15.7682	4.3189	5.7229	18.3850	13.0317	33.9392	25.6905	4.4053	164.8106	42.4296	70.8649	28.7909
VIRSorter_Contig_104-cat_2	10274	5.9876	2.9389	1.5994	2.4667	0.6609	0.8461	4.4600	0.9275	1.1653	0.2635	0.3330	1.0968	0.5297	2.4467	1.7356
VIRSorter_Contig_2146-cat_2	10272	0.6713	0.4455	0.6761	0.5473	0.3379	0.3057	3.1756	2.3240	0.5440	0.3063	0.1965	0.2463	0.4996	0.4605	0.3238
VIRSorter_Contig_3308-cat_2	10267	2.0571	0.6086	2.7648	1.7632	36.9438	3.0846	3.6155	3.4755	3.8974	3.2163	3.1548	6.1730	4.0739	4.8924	3.3378
VIRSorter_Contig_3595-cat_2	10263	3.3449	2.3794	11.1449	8.1856	1.8161	1.0440	3.7218	0.9273	1.5585	2.2874	0.1711	3.9884	2.0514	2.0239	2.3771
VIRSorter_Contig_4387-cat_2	10253	4.6863	2.7249	4.9305	5.8138	11.5563	4.0414	6.9334	5.8754	8.3522	4.4742	3.0222	7.1537	5.5237	10.2332	7.6966
VIRSorter_Contig_3038-cat_2	10247	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.3200	0.2825	0.0000	0.0000	5.9413	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1017-cat_2	10244	19.8989	10.3202	19.5539	19.9970	16.5300	9.1398	7.2532	3.3968	5.6628	3.1624	8.7163	11.8355	11.1552	35.3993	16.0043
VIRSorter_Contig_4438-cat_2	10243	0.2603	0.0000	0.0000	0.1815	0.0338	0.0000	0.1744	0.3938	0.0815	0.0000	0.4077	7.2927	3.2078	9.3495	3.6757
VIRSorter_Contig_1318-cat_2	10225	5.0284	2.4101	3.3272	2.7273	7.8350	5.6299	3.3311	1.8483	2.3365	1.2074	1.6566	3.7810	1.7326	4.1073	2.6205
VIRSorter_Contig_90-cat_2	10223	22.0643	15.2028	30.9307	30.6232	23.9914	13.1374	20.5117	11.7505	13.8084	8.0966	8.5798	19.4446	10.8164	27.1477	19.0967
VIRSorter_Contig_2802-cat_2	10219	0.0000	0.0000	0.0000	0.0640	0.0000	0.0000	0.0740	0.0000	7.8320	0.8765	0.0000	0.0000	0.0347	0.8765	0.8009
VIRSorter_Contig_2543-cat_2	10218	2.0826	1.3880	3.8825	4.2450	1.7761	1.5301	10.5364	5.4517	11.7800	6.4340	2.9835	13.6641	3.6260	2.0894	1.5368
VIRSorter_Contig_1301-cat_2	10215	1.6519	0.8036	0.4719	0.9009	7.6039	1.0465	2.3266	1.7210	1.8445	0.6958	1.3465	1.8239	1.0418	2.7383	0.7607
VIRSorter_Contig_630-cat_2	10208	18.1157	6.2625	20.3388	17.0383	13.8947	9.8773	13.9136	7.5957	18.8375	12.4679	9.8355	31.4833	17.3285	32.2990	19.1803
VIRSorter_Contig_3164-cat_2	10204	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.6668	0.8480	0.0000	0.0000
VIRSorter_Contig_4346-cat_2	10201	5.0064	3.0631	0.5890	0.8571	2.8133	1.3565	3.5307	2.8109	1.1722	0.6553	1.5860	1.3720	0.9917	8.3208	4.3118
VIRSorter_Contig_1929-cat_2	10186	22.0542	12.7185	21.0644	27.0870	16.4848	11.7225	16.0918	13.1189	27.8888	14.4585	9.3494	21.9957	12.0240	14.2828	10.1318
VIRSorter_Contig_2503-cat_2	10179	0.6160	0.4646	1.0188	0.9671	0.5767	0.4582	4.9719	2.8708	12.4743	5.5490	1.3756	10.8389	8.0268	2.1584	1.8818
VIRSorter_Contig_4167-cat_2	10174	0.0893	0.0000	0.1919	0.0993	0.4182	0.2227	0.0381	0.0000	0.1043	0.0812	0.0000	0.2991	0.2654	6.6982	4.9166
