#contig	Length	B0H_VFD_S52	B0H_VFN_S44	B0L_VFD_S51	B0L_VFN_S43	B2R2H_VFD_S54	B2R2H_VFN_S46	B2R2L_VFD_S53	B2R2L_VFN_S45	B3R2H_VFD_S55	B3R2H_VFN_S48	B3R2L_VFN_S47	B8R2H_VFD_S57	B8R2H_VFN_S50	B8R2L_VFD_S56	B8R2L_VFN_S49
VIRSorter_Contig_1870-cat_2	11962	0.0640	0.0353	0.0799	0.1108	0.1236	0.0754	0.2306	0.1479	0.1866	0.0989	0.0328	0.1521	0.1033	0.0793	0.0453
VIRSorter_Contig_1637-cat_2	11959	0.0067	0.0028	0.0100	0.0105	0.0412	0.0233	0.0052	0.0007	0.0076	0.0029	0.0100	0.0293	0.0219	0.0425	0.0205
VIRSorter_Contig_2099-cat_2	11958	0.0533	0.0295	0.0242	0.0247	0.0679	0.0618	0.0684	0.0206	0.0447	0.0157	0.0336	0.0289	0.0291	0.0212	0.0110
VIRSorter_Contig_4163-cat_2	11954	0.0039	0.0048	0.0049	0.0082	0.0005	0.0008	0.0084	0.0028	0.0333	0.0156	0.0068	0.0160	0.0085	0.0457	0.0310
VIRSorter_Contig_4369-cat_2	11952	0.0170	0.0116	0.0285	0.0263	0.0558	0.0105	0.0226	0.0265	0.0570	0.0633	0.0586	0.0325	0.0161	0.0638	0.0512
VIRSorter_Contig_3978-cat_2	11923	0.0256	0.0258	0.0331	0.0294	0.0510	0.0559	0.0450	0.0304	0.0266	0.0174	0.0179	0.0083	0.0088	0.0719	0.0507
VIRSorter_Contig_4195-cat_2	11916	0.0124	0.0107	0.0236	0.0229	0.0206	0.0104	0.0195	0.0150	0.0524	0.0293	0.0092	0.0417	0.0340	0.0436	0.0271
VIRSorter_Contig_885-cat_2	11913	0.0295	0.0140	0.0628	0.0677	0.0404	0.0222	0.0312	0.0342	0.0500	0.0578	0.0298	0.0482	0.0650	0.0855	0.0609
VIRSorter_Contig_1032-cat_2	11913	0.0112	0.0034	0.0420	0.0602	0.0003	0.0000	0.0015	0.0018	0.0008	0.0003	0.0002	0.0002	0.0002	0.0000	0.0000
VIRSorter_Contig_1556-cat_2	11881	0.0146	0.0025	0.0071	0.0057	0.0585	0.0409	0.0015	0.0023	0.0010	0.0002	0.0022	0.0036	0.0013	0.0304	0.0153
VIRSorter_Contig_3086-cat_2	11880	0.0095	0.0039	0.0121	0.0138	0.0501	0.0066	0.0104	0.0056	0.0210	0.0178	0.0465	0.0118	0.0044	0.0420	0.0275
VIRSorter_Contig_4161-cat_2	11871	0.0350	0.0289	0.0357	0.0345	0.0391	0.0240	0.0120	0.0047	0.0446	0.0218	0.0468	0.0330	0.0270	0.0641	0.0358
VIRSorter_Contig_666-cat_2	11869	0.0305	0.0238	0.0546	0.0446	0.0447	0.0496	0.0474	0.0189	0.0010	0.0013	0.0096	0.0020	0.0018	0.0231	0.0134
VIRSorter_Contig_2657-cat_2	11864	0.0022	0.0008	0.0064	0.0056	0.0095	0.0003	0.0013	0.0010	0.0658	0.0448	0.0002	0.0290	0.0234	0.0064	0.0083
VIRSorter_Contig_69-cat_2	11856	0.0360	0.0190	0.0396	0.0406	0.0286	0.0184	0.0395	0.0246	0.0407	0.0223	0.0113	0.0473	0.0280	0.0366	0.0270
VIRSorter_Contig_1900-cat_2	11839	0.1722	0.0989	0.0464	0.0358	0.0948	0.0685	0.0339	0.0272	0.0083	0.0041	0.0302	0.0201	0.0198	0.0634	0.0399
VIRSorter_Contig_4397-cat_2	11830	0.0292	0.0178	0.0123	0.0128	0.0480	0.0285	0.0227	0.0188	0.0291	0.0181	0.0071	0.0207	0.0130	0.0633	0.0271
VIRSorter_Contig_1178-cat_2	11825	0.0128	0.0140	0.0262	0.0123	0.0602	0.0369	0.0270	0.0129	0.0474	0.0312	0.0220	0.0374	0.0171	0.0209	0.0208
VIRSorter_Contig_4027-cat_2	11824	0.0003	0.0007	0.0034	0.0047	0.0167	0.0172	0.0437	0.0213	0.0062	0.0032	0.0029	0.0465	0.0225	0.0667	0.0819
VIRSorter_Contig_2928-cat_2	11815	0.0748	0.0541	0.0716	0.0622	0.1628	0.1304	0.0740	0.0568	0.0932	0.0787	0.0448	0.1029	0.0808	0.1515	0.0743
VIRSorter_Contig_4377-cat_2	11811	0.0033	0.0022	0.0025	0.0058	0.0066	0.0069	0.0039	0.0021	0.0083	0.0062	0.0037	0.0041	0.0022	0.0171	0.0108
VIRSorter_Contig_364-cat_2	11803	0.0087	0.0073	0.0087	0.0108	0.0026	0.0030	0.0151	0.0055	0.0056	0.0040	0.0008	0.0184	0.0077	0.0071	0.0041
VIRSorter_Contig_1611-cat_2	11796	0.0008	0.0002	0.0025	0.0012	0.0779	0.0099	0.0014	0.0021	0.0000	0.0002	0.0000	0.0080	0.0010	0.0000	0.0002
VIRSorter_Contig_2215-cat_2	11784	0.0023	0.0010	0.0048	0.0082	0.0006	0.0007	0.0163	0.0025	0.0004	0.0011	0.0000	0.0007	0.0009	0.0030	0.0016
VIRSorter_Contig_2591-cat_2	11777	0.0444	0.0278	0.0482	0.0464	0.0567	0.0292	0.1016	0.0740	0.1770	0.0781	0.0273	0.1800	0.1377	0.0841	0.0708
VIRSorter_Contig_961-cat_2	11761	0.0451	0.0209	0.0216	0.0265	0.0187	0.0133	0.0108	0.0103	0.0112	0.0044	0.0039	0.0162	0.0162	0.0040	0.0034
VIRSorter_Contig_2867-cat_2	11760	0.0000	0.0000	0.0000	0.0000	0.0002	0.0000	0.0002	0.0003	0.0665	0.0502	0.0000	0.0005	0.0005	0.0000	0.0002
VIRSorter_Contig_2459-cat_2	11758	0.0380	0.0161	0.0418	0.0438	0.0657	0.0406	0.0663	0.0570	0.0350	0.0259	0.0202	0.0588	0.0405	0.1295	0.0731
VIRSorter_Contig_4227-cat_2	11757	0.0334	0.0168	0.0162	0.0179	0.0442	0.0312	0.0303	0.0248	0.0215	0.0128	0.0151	0.0176	0.0124	0.0612	0.0333
VIRSorter_Contig_2685-cat_2	11749	0.0000	0.0000	0.0007	0.0005	0.0000	0.0000	0.0003	0.0005	0.0536	0.0007	0.0004	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3373-cat_2	11747	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0771	0.0168	0.0000	0.0000
VIRSorter_Contig_2445-cat_2	11740	0.0106	0.0037	0.0111	0.0187	0.0099	0.0058	0.1257	0.0946	0.1746	0.0624	0.0634	0.3129	0.1503	0.0492	0.0466
VIRSorter_Contig_3358-cat_2	11733	0.0369	0.0128	0.0063	0.0019	0.0019	0.0017	0.0033	0.0014	0.0211	0.0099	0.0009	0.0744	0.0411	0.0020	0.0005
VIRSorter_Contig_4591-cat_2	11731	0.0012	0.0006	0.0020	0.0050	0.0092	0.0086	0.0314	0.0195	0.0089	0.0044	0.0017	0.0373	0.0143	0.0266	0.0476
VIRSorter_Contig_3130-cat_2	11727	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0167	0.0092	0.0000	0.0230	0.0164	0.0000	0.0000
VIRSorter_Contig_3995-cat_2	11720	0.0053	0.0022	0.0041	0.0057	0.0026	0.0026	0.0130	0.0090	0.0209	0.0094	0.0018	0.0144	0.0097	0.0259	0.0103
VIRSorter_Contig_1535-cat_2	11718	0.0252	0.0192	0.0089	0.0049	0.0936	0.0432	0.0044	0.0010	0.0026	0.0003	0.0073	0.0092	0.0089	0.0509	0.0336
VIRSorter_Contig_1296-cat_2	11704	0.0025	0.0032	0.0032	0.0048	0.0245	0.0050	0.0005	0.0002	0.0034	0.0024	0.0039	0.0127	0.0216	0.0043	0.0021
VIRSorter_Contig_748-cat_2	11704	0.0021	0.0010	0.0202	0.0252	0.0075	0.0083	0.0058	0.0070	0.0266	0.0281	0.0060	0.0207	0.0114	0.0066	0.0053
VIRSorter_Contig_4440-cat_2	11701	0.0259	0.0130	0.0229	0.0207	0.0266	0.0243	0.0409	0.0274	0.0326	0.0277	0.0177	0.0365	0.0279	0.0808	0.0394
VIRSorter_Contig_1966-cat_2	11698	0.0763	0.0237	0.0233	0.0164	0.1192	0.0484	0.0743	0.0384	0.0336	0.0127	0.0170	0.0152	0.0085	0.0506	0.0315
VIRSorter_Contig_3630-cat_2	11696	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1771-cat_2	11693	0.0136	0.0084	0.0223	0.0224	0.0257	0.0207	0.0203	0.0153	0.0440	0.0416	0.0155	0.0373	0.0310	0.0441	0.0228
VIRSorter_Contig_1989-cat_2	11681	0.0519	0.0290	0.0453	0.0318	0.0400	0.0345	0.0493	0.0116	0.0409	0.0137	0.0116	0.0501	0.0319	0.0381	0.0229
VIRSorter_Contig_1460-cat_2	11679	0.0189	0.0072	0.0195	0.0295	0.0823	0.0432	0.0415	0.0325	0.0102	0.0128	0.0079	0.0089	0.0077	0.0005	0.0007
VIRSorter_Contig_1001-cat_2	11676	0.0057	0.0046	0.0162	0.0142	0.0104	0.0028	0.0122	0.0067	0.0152	0.0099	0.0066	0.0140	0.0119	0.0156	0.0107
VIRSorter_Contig_1632-cat_2	11673	0.0200	0.0120	0.0005	0.0002	0.0807	0.0514	0.0002	0.0002	0.0000	0.0000	0.0051	0.0000	0.0003	0.0033	0.0034
VIRSorter_Contig_1083-cat_2	11665	0.0080	0.0041	0.0112	0.0075	0.0077	0.0029	0.0118	0.0072	0.0148	0.0094	0.0070	0.0151	0.0097	0.0123	0.0073
VIRSorter_Contig_1773-cat_2	11662	0.0843	0.0737	0.0003	0.0000	0.0978	0.0775	0.3378	0.0772	0.0000	0.0002	0.0172	0.0000	0.0000	0.0298	0.0596
VIRSorter_Contig_1021-cat_2	11659	0.0542	0.0325	0.0870	0.0802	0.0520	0.0359	0.1033	0.1124	0.0929	0.1162	0.0316	0.2573	0.1716	0.0738	0.0523
VIRSorter_Contig_2447-cat_2	11656	0.1109	0.0656	0.0636	0.0679	0.0910	0.0730	0.0648	0.0579	0.0464	0.0305	0.0411	0.1230	0.0658	0.0641	0.0413
VIRSorter_Contig_1266-cat_2	11655	0.0284	0.0166	0.0287	0.0266	0.0488	0.0317	0.0157	0.0125	0.0225	0.0173	0.0112	0.0311	0.0230	0.0403	0.0256
VIRSorter_Contig_3764-cat_2	11650	0.0113	0.0096	0.0171	0.0264	0.0200	0.0120	0.0272	0.0123	0.0260	0.0073	0.0057	0.0161	0.0112	0.0186	0.0144
VIRSorter_Contig_4016-cat_2	11629	0.0051	0.0038	0.0038	0.0050	0.0033	0.0046	0.0070	0.0024	0.0071	0.0035	0.0014	0.0036	0.0020	0.0057	0.0036
VIRSorter_Contig_40-cat_2	11622	0.0525	0.0342	0.0311	0.0145	0.0545	0.0199	0.0094	0.0059	0.0067	0.0012	0.0033	0.0002	0.0000	0.0180	0.0143
VIRSorter_Contig_2566-cat_2	11615	0.0041	0.0028	0.0155	0.0119	0.0019	0.0005	0.0127	0.0076	0.0579	0.0219	0.0012	0.0477	0.0379	0.0127	0.0091
VIRSorter_Contig_3018-cat_2	11607	0.0064	0.0038	0.0327	0.0297	0.0066	0.0066	0.0320	0.0210	0.0941	0.0489	0.0048	0.0635	0.0431	0.0134	0.0090
VIRSorter_Contig_1481-cat_2	11605	0.0317	0.0229	0.0172	0.0162	0.1219	0.0769	0.0132	0.0046	0.0086	0.0028	0.0093	0.0097	0.0093	0.0146	0.0083
VIRSorter_Contig_1324-cat_2	11600	0.1358	0.0662	0.0742	0.0533	0.3253	0.2661	0.0867	0.0464	0.1576	0.1078	0.1981	0.2876	0.1530	0.2671	0.1701
VIRSorter_Contig_1230-cat_2	11589	0.0145	0.0057	0.0145	0.0139	0.0211	0.0135	0.0088	0.0041	0.0048	0.0037	0.0074	0.0069	0.0060	0.0133	0.0093
VIRSorter_Contig_1430-cat_2	11566	0.0200	0.0093	0.0035	0.0034	0.0261	0.0115	0.0150	0.0089	0.0107	0.0066	0.0059	0.0043	0.0033	0.0198	0.0082
VIRSorter_Contig_4136-cat_2	11565	0.0981	0.0787	0.0502	0.0496	0.1435	0.0976	0.0566	0.0440	0.1275	0.0559	0.0486	0.0738	0.0516	0.2399	0.1473
VIRSorter_Contig_4133-cat_2	11565	0.0056	0.0032	0.0033	0.0048	0.0061	0.0038	0.0045	0.0029	0.0054	0.0022	0.0022	0.0022	0.0010	0.0176	0.0125
VIRSorter_Contig_1756-cat_2	11556	0.0761	0.0403	0.0397	0.0477	0.0846	0.0546	0.1867	0.0732	0.1113	0.0427	0.0312	0.0349	0.0254	0.0665	0.0620
VIRSorter_Contig_1718-cat_2	11549	0.0504	0.0230	0.0406	0.0152	0.0663	0.1313	0.0438	0.0398	0.0120	0.0063	0.0748	0.0265	0.0174	0.0216	0.0187
VIRSorter_Contig_100-cat_2	11543	0.0852	0.0601	0.0073	0.0104	0.0000	0.0000	0.0381	0.0282	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_3942-cat_2	11542	0.0173	0.0096	0.0102	0.0084	0.0192	0.0106	0.0088	0.0088	0.0210	0.0099	0.0037	0.0411	0.1599	0.0121	0.0133
VIRSorter_Contig_119-cat_2	11537	0.0597	0.0335	0.0550	0.0391	0.0471	0.0254	0.0694	0.0575	0.0706	0.0367	0.0255	0.1175	0.0702	0.0679	0.0476
VIRSorter_Contig_3700-cat_2	11535	0.0007	0.0009	0.0012	0.0037	0.0002	0.0002	0.0049	0.0022	0.0097	0.0082	0.0002	0.0531	0.0413	0.0026	0.0029
VIRSorter_Contig_274-cat_2	11525	0.0178	0.0056	0.0076	0.0078	0.0192	0.0139	0.0180	0.0110	0.0151	0.0085	0.0045	0.0064	0.0044	0.0155	0.0105
VIRSorter_Contig_1474-cat_2	11524	0.0185	0.0120	0.0458	0.0455	0.0435	0.0211	0.0673	0.0421	0.0615	0.0306	0.0187	0.0952	0.0591	0.0390	0.0313
VIRSorter_Contig_659-cat_2	11522	0.0094	0.0028	0.0361	0.0402	0.0002	0.0003	0.0003	0.0017	0.0004	0.0009	0.0000	0.0012	0.0016	0.0000	0.0000
VIRSorter_Contig_4144-cat_2	11520	0.0009	0.0009	0.0027	0.0022	0.0016	0.0022	0.0016	0.0003	0.0009	0.0085	0.0030	0.0082	0.0017	0.0209	0.0009
VIRSorter_Contig_3493-cat_2	11508	0.0000	0.0000	0.0222	0.0285	0.0003	0.0000	0.0003	0.0002	0.0002	0.0002	0.0154	0.0494	0.0333	0.0240	0.0170
VIRSorter_Contig_888-cat_2	11504	0.0120	0.0120	0.0522	0.0509	0.0216	0.0041	0.0136	0.0181	0.0182	0.0076	0.0054	0.0287	0.0244	0.0115	0.0080
VIRSorter_Contig_3005-cat_2	11496	0.2269	0.0549	0.0019	0.0003	0.0220	0.0190	0.0002	0.0012	0.0622	0.0524	0.0045	0.0298	0.0144	0.1461	0.0210
VIRSorter_Contig_378-cat_2	11493	0.0523	0.0183	0.0152	0.0143	0.0366	0.0133	0.0230	0.0109	0.0313	0.0105	0.0037	0.0000	0.0002	0.0030	0.0019
VIRSorter_Contig_2467-cat_2	11467	0.5688	0.1572	0.0699	0.0616	0.6109	0.2736	0.0922	0.2835	0.2170	0.1202	0.0955	0.5127	0.2985	0.1051	0.0895
VIRSorter_Contig_1365-cat_2	11457	0.0076	0.0042	0.0023	0.0030	0.0719	0.0170	0.0066	0.0057	0.0087	0.0056	0.0048	0.0016	0.0012	0.0154	0.0067
VIRSorter_Contig_746-cat_2	11452	0.0002	0.0002	0.0475	0.0578	0.0002	0.0000	0.0000	0.0005	0.0079	0.0220	0.0000	0.0000	0.0000	0.0011	0.0118
VIRSorter_Contig_4115-cat_2	11417	0.0016	0.0032	0.0025	0.0018	0.0018	0.0007	0.0021	0.0018	0.0045	0.0025	0.0031	0.0054	0.0041	0.0565	0.0337
VIRSorter_Contig_3631-cat_2	11400	0.0250	0.0105	0.0194	0.0281	0.0271	0.0189	0.0225	0.0063	0.0149	0.0082	0.0122	0.0751	0.0347	0.0444	0.0344
VIRSorter_Contig_165-cat_2	11391	0.0472	0.0316	0.0236	0.0154	0.0171	0.0173	0.0125	0.0090	0.0285	0.0135	0.0086	0.0286	0.0221	0.0213	0.0109
VIRSorter_Contig_1859-cat_2	11386	0.0325	0.0204	0.0419	0.0365	0.0663	0.0538	0.0392	0.0190	0.0343	0.0338	0.0143	0.0479	0.0390	0.0047	0.0021
VIRSorter_Contig_718-cat_2	11384	0.0172	0.0162	0.0921	0.1176	0.0382	0.0101	0.0373	0.0285	0.0546	0.1451	0.0307	0.0287	0.0264	0.0435	0.0204
VIRSorter_Contig_3525-cat_2	11371	0.0237	0.0102	0.0208	0.0196	0.0317	0.0135	0.0478	0.0279	0.0423	0.0187	0.0140	0.0625	0.0311	0.0346	0.0213
VIRSorter_Contig_3083-cat_2	11357	0.0231	0.0048	0.0028	0.0018	0.1510	0.0266	0.0047	0.0048	0.0022	0.0041	0.0252	0.0062	0.0041	0.0173	0.0044
VIRSorter_Contig_4393-cat_2	11350	0.0318	0.0167	0.0114	0.0127	0.0326	0.0206	0.0235	0.0147	0.0165	0.0049	0.0109	0.0129	0.0116	0.0833	0.0522
VIRSorter_Contig_4412-cat_2	11350	0.0064	0.0063	0.0049	0.0033	0.0076	0.0043	0.0033	0.0030	0.0028	0.0021	0.0018	0.0025	0.0011	0.0494	0.0307
VIRSorter_Contig_3968-cat_2	11344	0.0216	0.0095	0.0272	0.0192	0.0182	0.0053	0.0053	0.0152	0.0478	0.0561	0.0212	0.0090	0.0105	0.0732	0.0346
VIRSorter_Contig_352-cat_2	11334	0.0176	0.0070	0.0067	0.0094	0.0099	0.0096	0.0102	0.0063	0.0045	0.0032	0.0051	0.0154	0.0089	0.0079	0.0056
VIRSorter_Contig_1938-cat_2	11324	0.0207	0.0207	0.0748	0.0389	0.0226	0.0132	0.0741	0.0133	0.0563	0.0156	0.0109	0.0225	0.0177	0.0201	0.0209
VIRSorter_Contig_565-cat_2	11320	0.0194	0.0133	0.0388	0.0437	0.0246	0.0136	0.0305	0.0181	0.0155	0.0106	0.0103	0.0237	0.0125	0.0288	0.0167
VIRSorter_Contig_215-cat_2	11318	0.0999	0.0386	0.0163	0.0148	0.0991	0.0467	0.1475	0.0755	0.0438	0.0404	0.0243	0.0545	0.0338	0.0426	0.0259
VIRSorter_Contig_4324-cat_2	11315	0.0426	0.0252	0.0394	0.0337	0.0171	0.0186	0.0431	0.0171	0.0611	0.0176	0.0129	0.0616	0.0592	0.0476	0.0243
VIRSorter_Contig_3621-cat_2	11305	0.0211	0.0122	0.0161	0.0134	0.0271	0.0202	0.0253	0.0142	0.0223	0.0143	0.0110	0.0355	0.0211	0.0399	0.0190
VIRSorter_Contig_1496-cat_2	11295	0.0169	0.0089	0.0415	0.0406	0.2063	0.1301	0.0435	0.0266	0.0197	0.0172	0.0242	0.0266	0.0114	0.0409	0.0217
VIRSorter_Contig_3499-cat_2	11293	0.0625	0.0352	0.0155	0.0209	0.0131	0.0097	0.0271	0.0174	0.0305	0.0192	0.0081	0.0612	0.0433	0.0414	0.0185
VIRSorter_Contig_4113-cat_2	11270	0.0080	0.0046	0.0121	0.0121	0.0183	0.0100	0.0177	0.0103	0.0335	0.0146	0.0082	0.0367	0.0325	0.0462	0.0295
VIRSorter_Contig_184-cat_2	11269	0.0148	0.0145	0.0124	0.0104	0.0166	0.0114	0.0296	0.0175	0.0296	0.0217	0.0177	0.0107	0.0158	0.0317	0.0599
VIRSorter_Contig_240-cat_2	11246	0.0542	0.0264	0.0592	0.0845	0.0912	0.0579	0.1745	0.1058	0.1415	0.0701	0.0235	0.0999	0.0838	0.0655	0.0346
VIRSorter_Contig_2937-cat_2	11228	0.0005	0.0020	0.0078	0.0117	0.0007	0.0004	0.0110	0.0148	0.0102	0.0123	0.0000	0.0233	0.0228	0.0003	0.0004
VIRSorter_Contig_982-cat_2	11220	0.0244	0.0310	0.0992	0.0749	0.0259	0.0109	0.0496	0.0151	0.1032	0.0455	0.0112	0.0394	0.0365	0.0700	0.0365
VIRSorter_Contig_4587-cat_2	11215	0.0055	0.0043	0.0120	0.0090	0.0030	0.0007	0.0002	0.0002	0.0012	0.0005	0.0045	0.0234	0.0261	0.0180	0.0220
VIRSorter_Contig_2672-cat_2	11213	0.0023	0.0041	0.0002	0.0009	0.0461	0.0062	0.0403	0.0052	0.1397	0.0612	0.0041	0.0118	0.0034	0.0070	0.0071
VIRSorter_Contig_2839-cat_2	11210	0.0004	0.0025	0.0014	0.0014	0.0002	0.0000	0.0000	0.0000	0.0465	0.0066	0.0000	0.0007	0.0002	0.0000	0.0000
VIRSorter_Contig_2629-cat_2	11192	0.0453	0.0109	0.0007	0.0070	0.0144	0.0077	0.0484	0.0335	0.0679	0.0271	0.0054	0.0388	0.0189	0.0132	0.0036
VIRSorter_Contig_2993-cat_2	11191	0.0007	0.0021	0.0206	0.0332	0.0460	0.0158	0.0480	0.0556	0.0955	0.0631	0.0122	0.1527	0.0650	0.0550	0.0701
VIRSorter_Contig_2228-cat_2	11186	0.0038	0.0194	0.0035	0.0002	0.0188	0.0074	0.0510	0.0005	0.0153	0.0138	0.0130	0.0071	0.0022	0.0249	0.0063
VIRSorter_Contig_2163-cat_2	11177	0.0002	0.0007	0.0031	0.0011	0.0000	0.0000	0.0529	0.0028	0.0018	0.0002	0.0002	0.0000	0.0000	0.0000	0.0000
VIRSorter_Contig_1710-cat_2	11175	0.0869	0.0705	0.0873	0.0987	0.1340	0.0983	0.1015	0.0644	0.0137	0.0073	0.0277	0.0436	0.0385	0.0166	0.0086
VIRSorter_Contig_3540-cat_2	11172	0.0294	0.0199	0.0391	0.0354	0.0246	0.0129	0.0405	0.0159	0.0395	0.0183	0.0153	0.0515	0.0450	0.0334	0.0202
VIRSorter_Contig_3025-cat_2	11164	0.0470	0.0306	0.0808	0.0974	0.0449	0.0301	0.0682	0.0596	0.1027	0.0661	0.0321	0.1568	0.1164	0.1846	0.1067
VIRSorter_Contig_2695-cat_2	11152	0.0065	0.0043	0.0270	0.0212	0.0068	0.0074	0.0160	0.0066	0.1072	0.0486	0.0125	0.1159	0.0696	0.0071	0.0033
VIRSorter_Contig_1394-cat_2	11147	0.0057	0.0022	0.0192	0.0140	0.0648	0.0179	0.0079	0.0022	0.0209	0.0156	0.0063	0.0304	0.0102	0.0244	0.0200
VIRSorter_Contig_3504-cat_2	11147	0.0928	0.0652	0.0578	0.0424	0.1530	0.1316	0.0480	0.0290	0.0673	0.0322	0.0283	0.0824	0.0837	0.0633	0.0267
VIRSorter_Contig_1262-cat_2	11141	0.0219	0.0098	0.0137	0.0169	0.0638	0.0373	0.0169	0.0069	0.0001	0.0002	0.0048	0.0023	0.0016	0.0011	0.0009
VIRSorter_Contig_1366-cat_2	11138	0.0619	0.0301	0.0220	0.0223	0.0780	0.0354	0.1018	0.0586	0.0637	0.0350	0.0274	0.0266	0.0132	0.0542	0.0395
VIRSorter_Contig_2686-cat_2	11124	0.0551	0.0361	0.1184	0.1383	0.0718	0.0615	0.1266	0.0918	0.1673	0.0922	0.0530	0.2247	0.1463	0.2004	0.1451
VIRSorter_Contig_898-cat_2	11117	0.0029	0.0203	0.0763	0.0644	0.0000	0.0000	0.0205	0.0130	0.0287	0.0172	0.0018	0.0000	0.0007	0.0005	0.0015
VIRSorter_Contig_4192-cat_2	11111	0.0913	0.0446	0.0482	0.0457	0.0935	0.0671	0.1016	0.0630	0.0175	0.0119	0.0167	0.1184	0.0878	0.0770	0.0302
VIRSorter_Contig_1175-cat_2	11108	0.0187	0.0143	0.0176	0.0113	0.0692	0.0402	0.0279	0.0164	0.0239	0.0083	0.0148	0.0189	0.0205	0.0353	0.0146
VIRSorter_Contig_967-cat_2	11096	0.0141	0.0091	0.1532	0.1282	0.0283	0.0100	0.0596	0.0539	0.1469	0.1083	0.0349	0.1281	0.1123	0.0717	0.0565
VIRSorter_Contig_214-cat_2	11093	0.1249	0.0467	0.0005	0.0000	0.0032	0.0052	0.0011	0.0004	0.0000	0.0000	0.0041	0.0000	0.0000	0.0145	0.0054
VIRSorter_Contig_326-cat_2	11071	0.0668	0.0414	0.0350	0.0346	0.0579	0.0431	0.0476	0.0370	0.0381	0.0210	0.0222	0.0447	0.0338	0.0531	0.0469
VIRSorter_Contig_2403-cat_2	11029	0.2507	0.1550	0.2993	0.3328	0.2606	0.1649	0.3455	0.2793	0.2121	0.1349	0.1268	0.2448	0.1962	0.4400	0.2609
VIRSorter_Contig_4482-cat_2	11029	0.1753	0.0942	0.1262	0.1268	0.1546	0.1073	0.2182	0.0906	0.0967	0.0606	0.0495	0.1217	0.0743	0.1118	0.0847
VIRSorter_Contig_2849-cat_2	11025	0.0439	0.0176	0.0802	0.0732	0.0329	0.0154	0.0746	0.0520	0.1106	0.1066	0.0314	0.2090	0.0907	0.1005	0.0498
VIRSorter_Contig_947-cat_2	11020	0.0304	0.0062	0.0420	0.0542	0.0247	0.0274	0.0451	0.0111	0.0252	0.0225	0.0078	0.0201	0.0132	0.0418	0.0317
VIRSorter_Contig_3650-cat_2	11017	0.2496	0.1267	0.2234	0.2009	0.3736	0.2308	0.1367	0.0887	0.1533	0.1126	0.0646	0.3324	0.2283	0.1937	0.0850
VIRSorter_Contig_754-cat_2	11006	0.1435	0.0733	0.0717	0.0876	0.1833	0.1277	0.1533	0.1096	0.0474	0.0311	0.0458	0.0353	0.0235	0.2819	0.1735
VIRSorter_Contig_1875-cat_2	11004	0.0654	0.0420	0.0184	0.0125	0.0957	0.0653	0.0365	0.0223	0.0164	0.0081	0.0231	0.0101	0.0067	0.0657	0.0439
VIRSorter_Contig_2387-cat_2	11003	0.0198	0.0125	0.0155	0.0126	0.0166	0.0130	0.0253	0.0156	0.0078	0.0060	0.0055	0.0117	0.0060	0.0155	0.0077
VIRSorter_Contig_3742-cat_2	10996	0.0390	0.0187	0.0176	0.0192	0.0625	0.0233	0.0595	0.0207	0.0498	0.0266	0.0142	0.0806	0.0595	0.0472	0.0235
VIRSorter_Contig_3616-cat_2	10992	0.0096	0.0121	0.0173	0.0146	0.0116	0.0144	0.0210	0.0113	0.0147	0.0062	0.0087	0.0473	0.0272	0.0122	0.0127
VIRSorter_Contig_4281-cat_2	10985	0.0161	0.0218	0.0092	0.0251	0.0013	0.0004	0.0402	0.0096	0.0330	0.0190	0.0058	0.0384	0.0241	0.0850	0.0138
VIRSorter_Contig_3048-cat_2	10975	0.0658	0.0412	0.0953	0.0828	0.0836	0.0640	0.2034	0.1563	0.1478	0.0866	0.0596	0.1596	0.0635	0.0542	0.0384
VIRSorter_Contig_54-cat_2	10967	0.1107	0.0419	0.0346	0.0437	0.0913	0.0259	0.0489	0.0284	0.0253	0.1153	0.0421	0.0188	0.0199	0.0298	0.0150
VIRSorter_Contig_3655-cat_2	10965	0.0307	0.0213	0.0217	0.0172	0.0295	0.0254	0.0189	0.0146	0.0115	0.0128	0.0133	0.0556	0.0266	0.0232	0.0142
VIRSorter_Contig_2131-cat_2	10960	0.0000	0.0002	0.0031	0.0036	0.0007	0.0003	0.0297	0.0205	0.0087	0.0051	0.0004	0.0000	0.0004	0.0000	0.0007
VIRSorter_Contig_3355-cat_2	10947	0.0002	0.0000	0.0029	0.0127	0.0042	0.0004	0.0002	0.0000	0.0000	0.0000	0.0000	0.0851	0.0203	0.0002	0.0004
VIRSorter_Contig_2247-cat_2	10927	0.0013	0.0024	0.0131	0.0053	0.0002	0.0002	0.0466	0.0041	0.0236	0.0024	0.0007	0.0007	0.0010	0.0004	0.0005
